@0001	 	a0
@0002	 	b6
@0003	 	cc
@0004	 	de
@0005	 	ed
@0006	 	f8
@0007	 	fd
@0008	 	ff
@0009	 	fc
@000a	 	f7
@000b	 	f0
@000c	 	e9
@000d	 	e2
@000e	 	db
@000f	 	d7
@0010	 	d5
@0011	 	d4
@0012	 	d4
@0013	 	d5
@0014	 	d5
@0015	 	d6
@0016	 	d5
@0017	 	d4
@0018	 	d1
@0019	 	ce
@001a	 	cb
@001b	 	c8
@001c	 	c5
@001d	 	c3
@001e	 	c2
@001f	 	c3
@0020	 	c5
@0021	 	c7
@0022	 	cb
@0023	 	cf
@0024	 	d3
@0025	 	d6
@0026	 	d9
@0027	 	db
@0028	 	dc
@0029	 	dc
@002a	 	db
@002b	 	da
@002c	 	d8
@002d	 	d5
@002e	 	d3
@002f	 	d0
@0030	 	cd
@0031	 	ca
@0032	 	c8
@0033	 	c5
@0034	 	c3
@0035	 	c1
@0036	 	c0
@0037	 	be
@0038	 	bc
@0039	 	ba
@003a	 	b7
@003b	 	b4
@003c	 	b0
@003d	 	ab
@003e	 	a4
@003f	 	9d
@0040	 	96
@0041	 	90
@0042	 	8a
@0043	 	85
@0044	 	82
@0045	 	82
@0046	 	84
@0047	 	88
@0048	 	8f
@0049	 	97
@004a	 	a1
@004b	 	ab
@004c	 	b4
@004d	 	bb
@004e	 	c1
@004f	 	c5
@0050	 	c5
@0051	 	c4
@0052	 	c1
@0053	 	bc
@0054	 	b7
@0055	 	b2
@0056	 	ad
@0057	 	a8
@0058	 	a5
@0059	 	a2
@005a	 	a0
@005b	 	9e
@005c	 	9b
@005d	 	98
@005e	 	95
@005f	 	90
@0060	 	8b
@0061	 	86
@0062	 	81
@0063	 	7c
@0064	 	7a
@0065	 	79
@0066	 	7b
@0067	 	80
@0068	 	87
@0069	 	8f
@006a	 	98
@006b	 	a2
@006c	 	ab
@006d	 	b3
@006e	 	b9
@006f	 	bc
@0070	 	bd
@0071	 	bc
@0072	 	b8
@0073	 	b3
@0074	 	ac
@0075	 	a6
@0076	 	9e
@0077	 	98
@0078	 	92
@0079	 	8d
@007a	 	89
@007b	 	86
@007c	 	84
@007d	 	82
@007e	 	80
@007f	 	7e
@0080	 	7d
@0081	 	7b
@0082	 	79
@0083	 	76
@0084	 	73
@0085	 	71
@0086	 	6e
@0087	 	6b
@0088	 	68
@0089	 	66
@008a	 	64
@008b	 	63
@008c	 	63
@008d	 	63
@008e	 	65
@008f	 	67
@0090	 	6a
@0091	 	6e
@0092	 	72
@0093	 	75
@0094	 	79
@0095	 	7b
@0096	 	7c
@0097	 	7c
@0098	 	7b
@0099	 	79
@009a	 	76
@009b	 	73
@009c	 	6f
@009d	 	6c
@009e	 	6a
@009f	 	69
@00a0	 	69
@00a1	 	6a
@00a2	 	6b
@00a3	 	6b
@00a4	 	6b
@00a5	 	69
@00a6	 	66
@00a7	 	61
@00a8	 	5a
@00a9	 	53
@00aa	 	4c
@00ab	 	46
@00ac	 	41
@00ad	 	40
@00ae	 	43
@00af	 	4b
@00b0	 	57
@00b1	 	68
@00b2	 	7b
@00b3	 	92
