@0001	 	a3
@0002	 	b7
@0003	 	ca
@0004	 	db
@0005	 	e9
@0006	 	f4
@0007	 	fb
@0008	 	ff
@0009	 	ff
@000a	 	fc
@000b	 	f8
@000c	 	f2
@000d	 	ec
@000e	 	e6
@000f	 	e2
@0010	 	de
@0011	 	dc
@0012	 	dc
@0013	 	dd
@0014	 	df
@0015	 	e1
@0016	 	e3
@0017	 	e5
@0018	 	e7
@0019	 	e7
@001a	 	e6
@001b	 	e4
@001c	 	e1
@001d	 	de
@001e	 	da
@001f	 	d7
@0020	 	d4
@0021	 	d2
@0022	 	d1
@0023	 	d2
@0024	 	d3
@0025	 	d6
@0026	 	d9
@0027	 	dc
@0028	 	df
@0029	 	e3
@002a	 	e6
@002b	 	e8
@002c	 	e9
@002d	 	e9
@002e	 	e8
@002f	 	e7
@0030	 	e4
@0031	 	e1
@0032	 	de
@0033	 	da
@0034	 	d6
@0035	 	d3
@0036	 	d0
@0037	 	cd
@0038	 	cb
@0039	 	ca
@003a	 	c9
@003b	 	c9
@003c	 	ca
@003d	 	cb
@003e	 	cb
@003f	 	cb
@0040	 	cb
@0041	 	ca
@0042	 	c8
@0043	 	c5
@0044	 	c1
@0045	 	bb
@0046	 	b5
@0047	 	ae
@0048	 	a7
@0049	 	a0
@004a	 	9a
@004b	 	95
@004c	 	92
@004d	 	91
@004e	 	92
@004f	 	94
@0050	 	99
@0051	 	a0
@0052	 	a7
@0053	 	af
@0054	 	b7
@0055	 	be
@0056	 	c4
@0057	 	c8
@0058	 	ca
@0059	 	c9
@005a	 	c8
@005b	 	c4
@005c	 	bf
@005d	 	ba
@005e	 	b5
@005f	 	b0
@0060	 	ab
@0061	 	a8
@0062	 	a6
@0063	 	a4
@0064	 	a4
@0065	 	a3
@0066	 	a3
@0067	 	a3
@0068	 	a1
@0069	 	9f
@006a	 	9b
@006b	 	97
@006c	 	92
@006d	 	8d
@006e	 	88
@006f	 	83
@0070	 	7f
@0071	 	7e
@0072	 	7e
@0073	 	7f
@0074	 	83
@0075	 	89
@0076	 	90
@0077	 	97
@0078	 	a0
@0079	 	a7
@007a	 	ad
@007b	 	b2
@007c	 	b5
@007d	 	b6
@007e	 	b5
@007f	 	b2
@0080	 	ad
@0081	 	a7
@0082	 	a0
@0083	 	99
@0084	 	92
@0085	 	8c
@0086	 	86
@0087	 	82
@0088	 	7f
@0089	 	7d
@008a	 	7c
@008b	 	7b
@008c	 	7c
@008d	 	7c
@008e	 	7d
@008f	 	7e
@0090	 	7e
@0091	 	7d
@0092	 	7c
@0093	 	7a
@0094	 	77
@0095	 	74
@0096	 	71
@0097	 	6d
@0098	 	69
@0099	 	66
@009a	 	63
@009b	 	60
@009c	 	5e
@009d	 	5e
@009e	 	5e
@009f	 	5f
@00a0	 	61
@00a1	 	64
@00a2	 	67
@00a3	 	6b
@00a4	 	6e
@00a5	 	72
@00a6	 	74
@00a7	 	75
@00a8	 	75
@00a9	 	75
@00aa	 	73
@00ab	 	70
@00ac	 	6d
@00ad	 	69
@00ae	 	66
@00af	 	63
@00b0	 	61
@00b1	 	60
@00b2	 	61
@00b3	 	61
@00b4	 	64
@00b5	 	66
@00b6	 	68
@00b7	 	6a
@00b8	 	6b
@00b9	 	6b
@00ba	 	69
@00bb	 	65
@00bc	 	61
@00bd	 	5b
@00be	 	55
@00bf	 	4f
@00c0	 	4b
@00c1	 	48
@00c2	 	49
@00c3	 	4c
@00c4	 	53
@00c5	 	5e
@00c6	 	6c
@00c7	 	7d
@00c8	 	8f
@00c9	 	a3
