@0001	 	a0
@0002	 	b8
@0003	 	cf
@0004	 	e2
@0005	 	f1
@0006	 	fa
@0007	 	ff
@0008	 	fe
@0009	 	fa
@000a	 	f4
@000b	 	ec
@000c	 	e4
@000d	 	dd
@000e	 	d8
@000f	 	d5
@0010	 	d4
@0011	 	d4
@0012	 	d5
@0013	 	d6
@0014	 	d6
@0015	 	d5
@0016	 	d4
@0017	 	d1
@0018	 	cd
@0019	 	ca
@001a	 	c6
@001b	 	c4
@001c	 	c2
@001d	 	c2
@001e	 	c4
@001f	 	c7
@0020	 	cb
@0021	 	cf
@0022	 	d3
@0023	 	d6
@0024	 	d9
@0025	 	db
@0026	 	dc
@0027	 	dc
@0028	 	db
@0029	 	da
@002a	 	d7
@002b	 	d4
@002c	 	d1
@002d	 	ce
@002e	 	cb
@002f	 	c9
@0030	 	c6
@0031	 	c3
@0032	 	c2
@0033	 	c0
@0034	 	be
@0035	 	bc
@0036	 	ba
@0037	 	b7
@0038	 	b3
@0039	 	ae
@003a	 	a8
@003b	 	a2
@003c	 	9a
@003d	 	93
@003e	 	8c
@003f	 	86
@0040	 	83
@0041	 	81
@0042	 	83
@0043	 	88
@0044	 	8f
@0045	 	98
@0046	 	a2
@0047	 	ac
@0048	 	b6
@0049	 	bd
@004a	 	c3
@004b	 	c5
@004c	 	c5
@004d	 	c3
@004e	 	be
@004f	 	b9
@0050	 	b4
@0051	 	ae
@0052	 	a9
@0053	 	a5
@0054	 	a3
@0055	 	a0
@0056	 	9e
@0057	 	9b
@0058	 	98
@0059	 	94
@005a	 	8f
@005b	 	89
@005c	 	84
@005d	 	7f
@005e	 	7b
@005f	 	7a
@0060	 	7b
@0061	 	7f
@0062	 	85
@0063	 	8e
@0064	 	98
@0065	 	a2
@0066	 	ac
@0067	 	b4
@0068	 	ba
@0069	 	bd
@006a	 	be
@006b	 	bb
@006c	 	b7
@006d	 	b1
@006e	 	a9
@006f	 	a2
@0070	 	9b
@0071	 	94
@0072	 	8f
@0073	 	8a
@0074	 	87
@0075	 	84
@0076	 	82
@0077	 	80
@0078	 	7f
@0079	 	7d
@007a	 	7b
@007b	 	78
@007c	 	76
@007d	 	73
@007e	 	6f
@007f	 	6c
@0080	 	69
@0081	 	67
@0082	 	65
@0083	 	63
@0084	 	63
@0085	 	63
@0086	 	65
@0087	 	67
@0088	 	6a
@0089	 	6e
@008a	 	73
@008b	 	77
@008c	 	7a
@008d	 	7c
@008e	 	7d
@008f	 	7c
@0090	 	7b
@0091	 	78
@0092	 	74
@0093	 	70
@0094	 	6d
@0095	 	6b
@0096	 	69
@0097	 	69
@0098	 	6a
@0099	 	6b
@009a	 	6b
@009b	 	6b
@009c	 	69
@009d	 	65
@009e	 	5f
@009f	 	58
@00a0	 	50
@00a1	 	48
@00a2	 	43
@00a3	 	40
@00a4	 	42
@00a5	 	49
@00a6	 	55
@00a7	 	65
@00a8	 	7a
@00a9	 	92
