@0001	 	a0
@0002	 	b6
@0003	 	ca
@0004	 	dc
@0005	 	ea
@0006	 	f5
@0007	 	fc
@0008	 	ff
@0009	 	fe
@000a	 	fa
@000b	 	f6
@000c	 	f0
@000d	 	ea
@000e	 	e5
@000f	 	e1
@0010	 	de
@0011	 	dd
@0012	 	dc
@0013	 	dc
@0014	 	dd
@0015	 	dd
@0016	 	dc
@0017	 	db
@0018	 	d9
@0019	 	d7
@001a	 	d4
@001b	 	d2
@001c	 	d0
@001d	 	cf
@001e	 	ce
@001f	 	ce
@0020	 	cf
@0021	 	d1
@0022	 	d3
@0023	 	d6
@0024	 	d8
@0025	 	da
@0026	 	db
@0027	 	dc
@0028	 	dc
@0029	 	db
@002a	 	d9
@002b	 	d7
@002c	 	d4
@002d	 	d2
@002e	 	cf
@002f	 	cc
@0030	 	c9
@0031	 	c6
@0032	 	c4
@0033	 	c2
@0034	 	c0
@0035	 	bf
@0036	 	bd
@0037	 	bc
@0038	 	bb
@0039	 	b9
@003a	 	b6
@003b	 	b3
@003c	 	af
@003d	 	aa
@003e	 	a4
@003f	 	9e
@0040	 	97
@0041	 	91
@0042	 	8c
@0043	 	87
@0044	 	85
@0045	 	84
@0046	 	86
@0047	 	89
@0048	 	8f
@0049	 	96
@004a	 	9e
@004b	 	a6
@004c	 	ae
@004d	 	b5
@004e	 	bb
@004f	 	bf
@0050	 	c0
@0051	 	c0
@0052	 	bf
@0053	 	bc
@0054	 	b8
@0055	 	b4
@0056	 	af
@0057	 	ab
@0058	 	a8
@0059	 	a4
@005a	 	a1
@005b	 	9e
@005c	 	9b
@005d	 	97
@005e	 	94
@005f	 	90
@0060	 	8b
@0061	 	87
@0062	 	84
@0063	 	81
@0064	 	80
@0065	 	81
@0066	 	84
@0067	 	88
@0068	 	8e
@0069	 	96
@006a	 	9e
@006b	 	a6
@006c	 	ae
@006d	 	b5
@006e	 	b9
@006f	 	bc
@0070	 	bd
@0071	 	bb
@0072	 	b8
@0073	 	b3
@0074	 	ad
@0075	 	a6
@0076	 	a0
@0077	 	9a
@0078	 	95
@0079	 	90
@007a	 	8c
@007b	 	89
@007c	 	87
@007d	 	85
@007e	 	84
@007f	 	83
@0080	 	81
@0081	 	80
@0082	 	7e
@0083	 	7c
@0084	 	7a
@0085	 	77
@0086	 	74
@0087	 	71
@0088	 	6e
@0089	 	6b
@008a	 	69
@008b	 	67
@008c	 	65
@008d	 	65
@008e	 	65
@008f	 	66
@0090	 	68
@0091	 	6a
@0092	 	6c
@0093	 	6f
@0094	 	71
@0095	 	72
@0096	 	73
@0097	 	73
@0098	 	71
@0099	 	70
@009a	 	6d
@009b	 	6b
@009c	 	69
@009d	 	67
@009e	 	65
@009f	 	64
@00a0	 	64
@00a1	 	64
@00a2	 	65
@00a3	 	64
@00a4	 	63
@00a5	 	61
@00a6	 	5e
@00a7	 	59
@00a8	 	54
@00a9	 	4e
@00aa	 	49
@00ab	 	45
@00ac	 	42
@00ad	 	43
@00ae	 	47
@00af	 	50
@00b0	 	5c
@00b1	 	6c
@00b2	 	7f
@00b3	 	94
