@0001	 	a3
@0002	 	b4
@0003	 	c4
@0004	 	d3
@0005	 	e0
@0006	 	eb
@0007	 	f3
@0008	 	fa
@0009	 	fd
@000a	 	ff
@000b	 	fe
@000c	 	fb
@000d	 	f7
@000e	 	f3
@000f	 	ee
@0010	 	e9
@0011	 	e4
@0012	 	e1
@0013	 	de
@0014	 	dc
@0015	 	da
@0016	 	da
@0017	 	db
@0018	 	dc
@0019	 	dd
@001a	 	de
@001b	 	e0
@001c	 	e0
@001d	 	e1
@001e	 	e1
@001f	 	e0
@0020	 	df
@0021	 	dd
@0022	 	dc
@0023	 	da
@0024	 	d9
@0025	 	d7
@0026	 	d7
@0027	 	d6
@0028	 	d7
@0029	 	d7
@002a	 	d9
@002b	 	db
@002c	 	dc
@002d	 	df
@002e	 	e1
@002f	 	e3
@0030	 	e5
@0031	 	e6
@0032	 	e7
@0033	 	e7
@0034	 	e7
@0035	 	e7
@0036	 	e6
@0037	 	e5
@0038	 	e3
@0039	 	e1
@003a	 	e0
@003b	 	de
@003c	 	dc
@003d	 	da
@003e	 	d8
@003f	 	d7
@0040	 	d5
@0041	 	d4
@0042	 	d3
@0043	 	d2
@0044	 	d1
@0045	 	d1
@0046	 	d0
@0047	 	d0
@0048	 	d0
@0049	 	cf
@004a	 	cf
@004b	 	ce
@004c	 	cd
@004d	 	cc
@004e	 	ca
@004f	 	c8
@0050	 	c5
@0051	 	c1
@0052	 	bd
@0053	 	b8
@0054	 	b3
@0055	 	ae
@0056	 	a8
@0057	 	a3
@0058	 	9e
@0059	 	9b
@005a	 	97
@005b	 	96
@005c	 	95
@005d	 	96
@005e	 	98
@005f	 	9b
@0060	 	9f
@0061	 	a5
@0062	 	aa
@0063	 	b1
@0064	 	b7
@0065	 	bd
@0066	 	c2
@0067	 	c6
@0068	 	ca
@0069	 	cb
@006a	 	cc
@006b	 	cb
@006c	 	ca
@006d	 	c7
@006e	 	c4
@006f	 	c0
@0070	 	bc
@0071	 	b7
@0072	 	b4
@0073	 	b0
@0074	 	ad
@0075	 	aa
@0076	 	a8
@0077	 	a5
@0078	 	a3
@0079	 	a1
@007a	 	9f
@007b	 	9d
@007c	 	9a
@007d	 	97
@007e	 	93
@007f	 	8f
@0080	 	8b
@0081	 	87
@0082	 	83
@0083	 	80
@0084	 	7d
@0085	 	7b
@0086	 	7b
@0087	 	7b
@0088	 	7d
@0089	 	80
@008a	 	84
@008b	 	89
@008c	 	8f
@008d	 	95
@008e	 	9b
@008f	 	a1
@0090	 	a7
@0091	 	ab
@0092	 	af
@0093	 	b1
@0094	 	b2
@0095	 	b1
@0096	 	af
@0097	 	ac
@0098	 	a8
@0099	 	a4
@009a	 	9e
@009b	 	99
@009c	 	94
@009d	 	8f
@009e	 	8a
@009f	 	85
@00a0	 	82
@00a1	 	7f
@00a2	 	7c
@00a3	 	7b
@00a4	 	79
@00a5	 	78
@00a6	 	78
@00a7	 	77
@00a8	 	77
@00a9	 	76
@00aa	 	76
@00ab	 	76
@00ac	 	75
@00ad	 	75
@00ae	 	74
@00af	 	73
@00b0	 	71
@00b1	 	70
@00b2	 	6f
@00b3	 	6d
@00b4	 	6b
@00b5	 	69
@00b6	 	67
@00b7	 	65
@00b8	 	63
@00b9	 	62
@00ba	 	60
@00bb	 	60
@00bc	 	5f
@00bd	 	5f
@00be	 	60
@00bf	 	60
@00c0	 	62
@00c1	 	63
@00c2	 	65
@00c3	 	67
@00c4	 	6a
@00c5	 	6c
@00c6	 	6e
@00c7	 	6f
@00c8	 	70
@00c9	 	70
@00ca	 	70
@00cb	 	6f
@00cc	 	6e
@00cd	 	6c
@00ce	 	6b
@00cf	 	69
@00d0	 	68
@00d1	 	67
@00d2	 	66
@00d3	 	66
@00d4	 	66
@00d5	 	67
@00d6	 	68
@00d7	 	69
@00d8	 	6b
@00d9	 	6c
@00da	 	6c
@00db	 	6c
@00dc	 	6b
@00dd	 	69
@00de	 	66
@00df	 	63
@00e0	 	5e
@00e1	 	59
@00e2	 	54
@00e3	 	4f
@00e4	 	4c
@00e5	 	49
@00e6	 	48
@00e7	 	49
@00e8	 	4c
@00e9	 	52
@00ea	 	5b
@00eb	 	66
@00ec	 	73
@00ed	 	81
@00ee	 	91
@00ef	 	a2
