@0001	 	9a
@0002	 	ad
@0003	 	bf
@0004	 	d0
@0005	 	df
@0006	 	eb
@0007	 	f4
@0008	 	fb
@0009	 	fe
@000a	 	ff
@000b	 	fc
@000c	 	f8
@000d	 	f2
@000e	 	eb
@000f	 	e4
@0010	 	dc
@0011	 	d5
@0012	 	cf
@0013	 	c9
@0014	 	c5
@0015	 	c2
@0016	 	c0
@0017	 	bf
@0018	 	be
@0019	 	be
@001a	 	be
@001b	 	bf
@001c	 	bf
@001d	 	bf
@001e	 	bf
@001f	 	bf
@0020	 	bf
@0021	 	bf
@0022	 	bf
@0023	 	bf
@0024	 	c0
@0025	 	c1
@0026	 	c2
@0027	 	c4
@0028	 	c6
@0029	 	c8
@002a	 	ca
@002b	 	cb
@002c	 	cc
@002d	 	cb
@002e	 	ca
@002f	 	c7
@0030	 	c3
@0031	 	be
@0032	 	b8
@0033	 	b1
@0034	 	aa
@0035	 	a2
@0036	 	9b
@0037	 	94
@0038	 	8f
@0039	 	8b
@003a	 	88
@003b	 	87
@003c	 	88
@003d	 	8b
@003e	 	8f
@003f	 	95
@0040	 	9b
@0041	 	a3
@0042	 	aa
@0043	 	b2
@0044	 	b9
@0045	 	bf
@0046	 	c3
@0047	 	c7
@0048	 	c9
@0049	 	ca
@004a	 	c9
@004b	 	c7
@004c	 	c4
@004d	 	c0
@004e	 	bb
@004f	 	b6
@0050	 	b0
@0051	 	aa
@0052	 	a5
@0053	 	a0
@0054	 	9c
@0055	 	98
@0056	 	95
@0057	 	92
@0058	 	90
@0059	 	8f
@005a	 	8f
@005b	 	8f
@005c	 	8f
@005d	 	90
@005e	 	92
@005f	 	94
@0060	 	95
@0061	 	97
@0062	 	9a
@0063	 	9c
@0064	 	9e
@0065	 	a0
@0066	 	a2
@0067	 	a3
@0068	 	a4
@0069	 	a4
@006a	 	a4
@006b	 	a4
@006c	 	a4
@006d	 	a2
@006e	 	a1
@006f	 	9f
@0070	 	9d
@0071	 	9a
@0072	 	98
@0073	 	96
@0074	 	94
@0075	 	92
@0076	 	91
@0077	 	90
@0078	 	8f
@0079	 	8f
@007a	 	8f
@007b	 	90
@007c	 	91
@007d	 	92
@007e	 	94
@007f	 	96
@0080	 	98
@0081	 	9a
@0082	 	9d
@0083	 	9f
@0084	 	a0
@0085	 	a2
@0086	 	a3
@0087	 	a4
@0088	 	a5
@0089	 	a4
@008a	 	a4
@008b	 	a3
@008c	 	a1
@008d	 	9e
@008e	 	9a
@008f	 	96
@0090	 	92
@0091	 	8d
@0092	 	87
@0093	 	81
@0094	 	7c
@0095	 	77
@0096	 	72
@0097	 	6e
@0098	 	6b
@0099	 	69
@009a	 	69
@009b	 	6b
@009c	 	6d
@009d	 	71
@009e	 	76
@009f	 	7d
@00a0	 	84
@00a1	 	8b
@00a2	 	93
@00a3	 	9a
@00a4	 	a1
@00a5	 	a6
@00a6	 	aa
@00a7	 	ac
@00a8	 	ac
@00a9	 	ab
@00aa	 	a8
@00ab	 	a3
@00ac	 	9d
@00ad	 	97
@00ae	 	8f
@00af	 	88
@00b0	 	80
@00b1	 	7a
@00b2	 	74
@00b3	 	6f
@00b4	 	6c
@00b5	 	69
@00b6	 	68
@00b7	 	68
@00b8	 	69
@00b9	 	6a
@00ba	 	6c
@00bb	 	6e
@00bc	 	70
@00bd	 	71
@00be	 	73
@00bf	 	74
@00c0	 	74
@00c1	 	75
@00c2	 	74
@00c3	 	74
@00c4	 	74
@00c5	 	74
@00c6	 	74
@00c7	 	74
@00c8	 	75
@00c9	 	75
@00ca	 	75
@00cb	 	75
@00cc	 	74
@00cd	 	73
@00ce	 	71
@00cf	 	6d
@00d0	 	69
@00d1	 	63
@00d2	 	5c
@00d3	 	55
@00d4	 	4d
@00d5	 	46
@00d6	 	3f
@00d7	 	3a
@00d8	 	36
@00d9	 	35
@00da	 	36
@00db	 	3b
@00dc	 	42
@00dd	 	4c
@00de	 	59
@00df	 	69
@00e0	 	7a
@00e1	 	8d
