@0001	 	a3
@0002	 	bc
@0003	 	d2
@0004	 	e6
@0005	 	f3
@0006	 	fc
@0007	 	ff
@0008	 	fd
@0009	 	f7
@000a	 	f0
@000b	 	e9
@000c	 	e2
@000d	 	de
@000e	 	db
@000f	 	da
@0010	 	db
@0011	 	dd
@0012	 	df
@0013	 	e0
@0014	 	e1
@0015	 	e0
@0016	 	de
@0017	 	dc
@0018	 	d9
@0019	 	d7
@001a	 	d7
@001b	 	d7
@001c	 	d8
@001d	 	da
@001e	 	de
@001f	 	e1
@0020	 	e4
@0021	 	e6
@0022	 	e7
@0023	 	e7
@0024	 	e7
@0025	 	e5
@0026	 	e3
@0027	 	e0
@0028	 	dd
@0029	 	da
@002a	 	d7
@002b	 	d5
@002c	 	d4
@002d	 	d2
@002e	 	d1
@002f	 	d0
@0030	 	d0
@0031	 	cf
@0032	 	cf
@0033	 	cd
@0034	 	cb
@0035	 	c8
@0036	 	c3
@0037	 	be
@0038	 	b6
@0039	 	ae
@003a	 	a6
@003b	 	9f
@003c	 	99
@003d	 	96
@003e	 	95
@003f	 	97
@0040	 	9c
@0041	 	a4
@0042	 	ad
@0043	 	b6
@0044	 	bf
@0045	 	c6
@0046	 	cb
@0047	 	cc
@0048	 	cb
@0049	 	c7
@004a	 	c2
@004b	 	bc
@004c	 	b6
@004d	 	b0
@004e	 	ac
@004f	 	a8
@0050	 	a5
@0051	 	a2
@0052	 	9e
@0053	 	9b
@0054	 	96
@0055	 	90
@0056	 	8a
@0057	 	84
@0058	 	7f
@0059	 	7b
@005a	 	7b
@005b	 	7c
@005c	 	81
@005d	 	88
@005e	 	91
@005f	 	9a
@0060	 	a3
@0061	 	aa
@0062	 	af
@0063	 	b2
@0064	 	b1
@0065	 	ad
@0066	 	a7
@0067	 	a0
@0068	 	97
@0069	 	90
@006a	 	88
@006b	 	83
@006c	 	7e
@006d	 	7b
@006e	 	79
@006f	 	78
@0070	 	77
@0071	 	76
@0072	 	76
@0073	 	75
@0074	 	74
@0075	 	73
@0076	 	71
@0077	 	6f
@0078	 	6c
@0079	 	69
@007a	 	67
@007b	 	64
@007c	 	61
@007d	 	60
@007e	 	5f
@007f	 	5f
@0080	 	61
@0081	 	63
@0082	 	66
@0083	 	69
@0084	 	6c
@0085	 	6f
@0086	 	70
@0087	 	70
@0088	 	6f
@0089	 	6d
@008a	 	6a
@008b	 	68
@008c	 	66
@008d	 	66
@008e	 	66
@008f	 	68
@0090	 	6a
@0091	 	6b
@0092	 	6c
@0093	 	6c
@0094	 	69
@0095	 	64
@0096	 	5d
@0097	 	56
@0098	 	4f
@0099	 	4a
@009a	 	48
@009b	 	4b
@009c	 	54
@009d	 	62
@009e	 	76
@009f	 	8d
