@0001	 	a3
@0002	 	b3
@0003	 	c2
@0004	 	d1
@0005	 	dd
@0006	 	e8
@0007	 	f1
@0008	 	f8
@0009	 	fc
@000a	 	fe
@000b	 	ff
@000c	 	fd
@000d	 	fa
@000e	 	f6
@000f	 	f1
@0010	 	ec
@0011	 	e8
@0012	 	e4
@0013	 	e0
@0014	 	de
@0015	 	dc
@0016	 	dc
@0017	 	dc
@0018	 	dd
@0019	 	df
@001a	 	e0
@001b	 	e2
@001c	 	e4
@001d	 	e5
@001e	 	e6
@001f	 	e6
@0020	 	e6
@0021	 	e5
@0022	 	e3
@0023	 	e1
@0024	 	de
@0025	 	db
@0026	 	d9
@0027	 	d6
@0028	 	d4
@0029	 	d2
@002a	 	d1
@002b	 	d1
@002c	 	d2
@002d	 	d3
@002e	 	d4
@002f	 	d7
@0030	 	d9
@0031	 	dc
@0032	 	df
@0033	 	e2
@0034	 	e4
@0035	 	e6
@0036	 	e8
@0037	 	e9
@0038	 	e9
@0039	 	e9
@003a	 	e8
@003b	 	e6
@003c	 	e5
@003d	 	e2
@003e	 	df
@003f	 	dd
@0040	 	da
@0041	 	d7
@0042	 	d4
@0043	 	d1
@0044	 	cf
@0045	 	cd
@0046	 	cb
@0047	 	ca
@0048	 	c9
@0049	 	c9
@004a	 	c9
@004b	 	c9
@004c	 	ca
@004d	 	cb
@004e	 	cb
@004f	 	cb
@0050	 	cb
@0051	 	cb
@0052	 	ca
@0053	 	c8
@0054	 	c5
@0055	 	c2
@0056	 	be
@0057	 	b9
@0058	 	b4
@0059	 	af
@005a	 	a9
@005b	 	a4
@005c	 	9e
@005d	 	99
@005e	 	96
@005f	 	93
@0060	 	91
@0061	 	90
@0062	 	91
@0063	 	93
@0064	 	97
@0065	 	9b
@0066	 	a1
@0067	 	a7
@0068	 	ad
@0069	 	b3
@006a	 	b9
@006b	 	bf
@006c	 	c3
@006d	 	c6
@006e	 	c9
@006f	 	c9
@0070	 	c9
@0071	 	c8
@0072	 	c5
@0073	 	c2
@0074	 	be
@0075	 	ba
@0076	 	b5
@0077	 	b1
@0078	 	ae
@0079	 	aa
@007a	 	a8
@007b	 	a6
@007c	 	a5
@007d	 	a4
@007e	 	a4
@007f	 	a3
@0080	 	a3
@0081	 	a3
@0082	 	a2
@0083	 	a1
@0084	 	9f
@0085	 	9c
@0086	 	99
@0087	 	95
@0088	 	91
@0089	 	8d
@008a	 	89
@008b	 	85
@008c	 	82
@008d	 	7f
@008e	 	7d
@008f	 	7d
@0090	 	7e
@0091	 	80
@0092	 	84
@0093	 	88
@0094	 	8d
@0095	 	93
@0096	 	99
@0097	 	a0
@0098	 	a6
@0099	 	ab
@009a	 	af
@009b	 	b3
@009c	 	b5
@009d	 	b6
@009e	 	b6
@009f	 	b4
@00a0	 	b1
@00a1	 	ad
@00a2	 	a8
@00a3	 	a3
@00a4	 	9e
@00a5	 	98
@00a6	 	92
@00a7	 	8d
@00a8	 	88
@00a9	 	85
@00aa	 	81
@00ab	 	7f
@00ac	 	7d
@00ad	 	7c
@00ae	 	7b
@00af	 	7b
@00b0	 	7c
@00b1	 	7c
@00b2	 	7c
@00b3	 	7d
@00b4	 	7d
@00b5	 	7d
@00b6	 	7d
@00b7	 	7c
@00b8	 	7b
@00b9	 	7a
@00ba	 	78
@00bb	 	75
@00bc	 	73
@00bd	 	70
@00be	 	6d
@00bf	 	6a
@00c0	 	67
@00c1	 	64
@00c2	 	62
@00c3	 	60
@00c4	 	5f
@00c5	 	5e
@00c6	 	5d
@00c7	 	5e
@00c8	 	5f
@00c9	 	60
@00ca	 	63
@00cb	 	65
@00cc	 	68
@00cd	 	6b
@00ce	 	6d
@00cf	 	70
@00d0	 	72
@00d1	 	74
@00d2	 	75
@00d3	 	75
@00d4	 	75
@00d5	 	74
@00d6	 	73
@00d7	 	71
@00d8	 	6e
@00d9	 	6b
@00da	 	68
@00db	 	66
@00dc	 	63
@00dd	 	62
@00de	 	61
@00df	 	60
@00e0	 	60
@00e1	 	61
@00e2	 	63
@00e3	 	64
@00e4	 	66
@00e5	 	68
@00e6	 	6a
@00e7	 	6b
@00e8	 	6b
@00e9	 	6a
@00ea	 	69
@00eb	 	66
@00ec	 	63
@00ed	 	5f
@00ee	 	5a
@00ef	 	55
@00f0	 	51
@00f1	 	4d
@00f2	 	4a
@00f3	 	48
@00f4	 	48
@00f5	 	4a
@00f6	 	4f
@00f7	 	55
@00f8	 	5e
@00f9	 	69
@00fa	 	76
@00fb	 	84
@00fc	 	93
@00fd	 	a3
